Sensor Type,Sample Time [ns],val1,val2,val3
w,92440228412906,0.022338867,-1.0761719,-0.4033203
a,92440257198521,-1.8359375,-9.953125,1.78125
b,92440248622522,189.75,6.5976562,-323.25
w,92440238512906,0.0063819885,-1.0576172,-0.39794922
a,92440267298521,-1.7402344,-10.03125,1.8144531
b,92440258722522,189.75,6.5976562,-323.25
w,92440248612906,0.05319214,-1.0537109,-0.39794922
a,92440277398521,-1.5488281,-10.0234375,1.7978516
b,92440268822522,189.625,7.5,-324.75
w,92440258712906,0.16918945,-1.0771484,-0.37768555
a,92440287498521,-1.2919922,-9.8125,1.7617188
b,92440278922522,190.5,7.796875,-324.0
w,92440268812906,0.28393555,-1.0996094,-0.35961914
a,92440297598521,-1.1416016,-9.4453125,1.4863281
b,92440289022522,190.5,7.796875,-324.0
w,92440278912906,0.35961914,-1.0996094,-0.32983398
a,92440307698521,-1.0410156,-9.109375,1.1171875
b,92440299122522,190.125,7.5,-325.75
w,92440289012906,0.35742188,-1.0878906,-0.28393555
a,92440317798521,-1.0126953,-9.0,0.6699219
b,92440309222522,190.125,7.5,-325.75
w,92440299112906,0.31713867,-1.0625,-0.2265625
a,92440327898521,-1.0195312,-9.3515625,0.43554688
b,92440319322522,190.5,6.8984375,-326.25
w,92440309212906,0.296875,-1.0351562,-0.18835449
a,92440337998521,-1.0410156,-9.75,0.4140625
b,92440329422522,190.5,6.8984375,-326.25
w,92440319312906,0.2734375,-1.0224609,-0.16918945
a,92440348098521,-1.0361328,-9.890625,0.0023937225
b,92440339522522,190.25,7.5,-324.25
w,92440329412906,0.2722168,-0.99609375,-0.14465332
a,92440358198521,-1.0673828,-9.9375,-0.46435547
b,92440349622522,190.25,7.5,-324.25
w,92440339512906,0.25732422,-0.9555664,-0.12658691
a,92440368298521,-0.96484375,-9.8359375,-0.3876953
b,92440359722522,190.0,8.09375,-324.75
w,92440349612906,0.17016602,-0.9458008,-0.11383057
a,92440378398521,-0.80908203,-9.484375,-0.25854492
b,92440369822522,189.125,7.796875,-327.0
w,92440359712906,0.025527954,-0.9267578,-0.09362793
a,92440388498521,-0.74658203,-9.4140625,-0.296875
b,92440379922522,189.125,7.796875,-327.0
w,92440369812906,-0.10748291,-0.8833008,-0.09466553
a,92440398598521,-0.78515625,-9.578125,-0.22021484
b,92440390022522,189.625,8.3984375,-324.25
w,92440379912906,-0.22021484,-0.86279297,-0.08404541
a,92440408698521,-0.75634766,-9.625,-0.057434082
b,92440400122522,189.625,8.3984375,-324.25
w,92440390012906,-0.27441406,-0.8466797,-0.07342529
a,92440418798521,-0.84472656,-9.640625,-0.02394104
b,92440410222522,188.75,8.09375,-325.0
w,92440400112906,-0.25219727,-0.8330078,-0.09466553
a,92440428898521,-0.75634766,-9.734375,-0.07659912
b,92440420322522,188.75,8.09375,-325.0
w,92440410212906,-0.18725586,-0.84033203,-0.10534668
a,92440438998521,-0.5600586,-9.4765625,0.052642822
b,92440430422522,189.25,7.796875,-325.5
w,92440420312906,-0.15319824,-0.84472656,-0.11065674
a,92440449098521,-0.4020996,-9.1796875,0.05026245
b,92440440522522,189.25,7.796875,-325.5
w,92440430412906,-0.14892578,-0.8310547,-0.12548828
a,92440459198521,-0.2130127,-9.0546875,-0.11248779
b,92440450622522,190.125,8.09375,-325.75
w,92440440512906,-0.22021484,-0.8066406,-0.14038086
a,92440469298521,-0.06463623,-9.125,-0.0670166
b,92440460722522,190.125,8.09375,-325.75
w,92440450612906,-0.29248047,-0.7871094,-0.1361084
a,92440479398521,-0.04067993,-9.234375,0.34692383
b,92440470822522,190.25,6.8984375,-326.5
w,92440460712906,-0.3149414,-0.7807617,-0.111694336
a,92440489498521,-0.17944336,-9.328125,0.93603516
b,92440480922522,190.125,8.3984375,-324.5
w,92440470812906,-0.3137207,-0.80029297,-0.10424805
a,92440499598521,-0.24658203,-9.3515625,1.2207031
b,92440491022522,190.125,8.3984375,-324.5
w,92440480912906,-0.28076172,-0.84033203,-0.10003662
a,92440509698521,-0.17468262,-9.421875,1.2255859
b,92440501122522,189.625,7.796875,-325.5
w,92440491012906,-0.23510742,-0.87158203,-0.10852051
a,92440519798521,-0.105285645,-9.5546875,0.93115234
b,92440511222522,189.625,7.796875,-325.5
w,92440501112906,-0.23730469,-0.890625,-0.13085938
a,92440529898521,0.035888672,-9.546875,0.796875
b,92440521322522,189.125,8.09375,-325.75
w,92440511212906,-0.30004883,-0.90966797,-0.13513184
a,92440539998521,0.035888672,-9.546875,0.796875
b,92440531422522,189.125,8.09375,-325.75
w,92440521312906,-0.3605957,-0.93408203,-0.13195801
a,92440550098521,0.12445068,-9.3671875,1.0771484
b,92440541522522,190.25,8.6953125,-324.75
w,92440531412906,-0.35424805,-0.9477539,-0.123413086
a,92440560198521,0.01914978,-9.421875,1.2041016
b,92440551622522,190.25,8.6953125,-324.75
w,92440541512906,-0.30322266,-0.9790039,-0.111694336
a,92440570298521,-0.16748047,-9.5625,1.2490234
b,92440561722522,189.375,7.796875,-325.75
w,92440551612906,-0.19250488,-1.0136719,-0.08935547
a,92440580398521,-0.18188477,-9.6484375,1.0576172
b,92440571822522,190.75,7.5,-327.0
w,92440561712906,-0.19250488,-1.0136719,-0.08935547
a,92440590498521,-0.1340332,-9.484375,1.03125
b,92440581922522,190.75,7.5,-327.0
w,92440571812906,-0.0925293,-1.0390625,-0.0680542
a,92440600598521,-0.17236328,-9.5234375,1.3164062
b,92440592022522,190.0,8.09375,-325.5
w,92440581912906,-0.07232666,-1.0693359,-0.054260254
a,92440610698521,-0.30639648,-9.6328125,1.4716797
b,92440602122522,190.0,8.09375,-325.5
w,92440592012906,-0.16809082,-1.1103516,-0.05319214
a,92440620798521,-0.34228516,-9.9296875,1.2470703
b,92440612222522,190.25,6.8984375,-326.0
w,92440602112906,-0.22766113,-1.1367188,-0.07342529
a,92440630898521,-0.2824707,-10.2265625,1.2705078
b,92440622322522,190.25,6.8984375,-326.0
w,92440612212906,-0.24572754,-1.1669922,-0.09466553
a,92440640998521,-0.13879395,-10.3125,1.1875
b,92440632422522,190.75,8.09375,-327.5
w,92440622312906,-0.18188477,-1.1640625,-0.11383057
a,92440651098521,0.01197052,-10.40625,1.0361328
b,92440642522522,190.75,8.09375,-327.5
w,92440632412906,-0.05319214,-1.1230469,-0.1394043
a,92440661198521,0.11968994,-10.5625,1.2128906
b,92440652622522,190.25,8.6953125,-325.5
w,92440642512906,0.07763672,-1.09375,-0.1595459
a,92440671298521,0.17944336,-10.6484375,1.5078125
b,92440662722522,191.125,7.796875,-327.5
w,92440652612906,0.21166992,-1.0878906,-0.1776123
a,92440681398521,0.23461914,-10.6640625,1.4355469
b,92440672822522,191.125,7.796875,-327.5
w,92440662712906,0.32763672,-1.0966797,-0.21069336
a,92440691498521,0.28710938,-10.375,1.3691406
b,92440682922522,189.75,8.3984375,-327.5
w,92440672812906,0.34887695,-1.125,-0.2244873
a,92440701598521,0.39013672,-10.0625,1.2060547
b,92440693022522,189.75,8.3984375,-327.5
w,92440682912906,0.296875,-1.15625,-0.22131348
a,92440711698521,0.5361328,-10.0546875,1.0507812
b,92440703122522,190.125,8.09375,-327.5
w,92440693012906,0.20532227,-1.1669922,-0.21813965
a,92440721798521,0.6699219,-10.09375,0.9692383
b,92440713222522,190.125,8.09375,-327.5
w,92440703112906,0.12658691,-1.1523438,-0.21386719
a,92440731898521,0.6557617,-10.171875,0.890625
b,92440723322522,190.5,7.5,-328.0
w,92440713212906,0.09893799,-1.0996094,-0.20007324
a,92440741998521,0.57177734,-10.1953125,0.8881836
b,92440733422522,190.5,7.5,-328.0
w,92440723312906,0.08190918,-1.0507812,-0.21704102
a,92440752098521,0.7373047,-10.5078125,0.8208008
b,92440743522522,189.625,9.0,-328.5
w,92440733412906,0.14892578,-1.0244141,-0.22875977
a,92440762198521,0.87109375,-10.71875,1.0146484
b,92440753622522,190.25,8.6953125,-329.0
w,92440743512906,0.32226562,-0.9873047,-0.23303223
a,92440772298521,0.9121094,-10.5390625,0.99560547
b,92440763722522,190.25,8.6953125,-329.0
w,92440753612906,0.51171875,-0.9086914,-0.24157715
a,92440782398521,0.9145508,-10.203125,0.6821289
b,92440773822522,189.375,8.3984375,-330.0
w,92440763712906,0.5830078,-0.81689453,-0.23620605
a,92440792498521,1.0166016,-10.046875,0.6772461
b,92440783922522,189.375,8.3984375,-330.0
w,92440773812906,0.5595703,-0.75634766,-0.19897461
a,92440802598521,1.1054688,-9.953125,1.2109375
b,92440794022522,190.125,9.0,-330.5
w,92440783912906,0.5576172,-0.73535156,-0.1574707
a,92440812698521,1.0556641,-9.984375,1.5195312
b,92440804122522,190.125,9.0,-330.5
w,92440794012906,0.63623047,-0.7158203,-0.13720703
a,92440822798521,1.0791016,-9.921875,1.5917969
b,92440814222522,190.125,8.6953125,-329.25
w,92440804112906,0.7426758,-0.6777344,-0.13293457
a,92440832898521,1.2802734,-10.0859375,1.2802734
b,92440824322522,190.125,8.6953125,-329.25
w,92440814212906,0.8129883,-0.59375,-0.12768555
a,92440842998521,1.3134766,-10.1328125,1.3115234
b,92440834422522,190.5,9.59375,-331.75
w,92440824312906,0.80322266,-0.5126953,-0.121276855
a,92440853098521,1.1269531,-10.0234375,1.5751953
b,92440844522522,190.625,9.0,-332.5
w,92440834412906,0.7470703,-0.42993164,-0.09680176
a,92440863198521,0.84716797,-9.8515625,1.8554688
b,92440854622522,190.625,9.0,-332.5
w,92440844512906,0.63623047,-0.34472656,-0.08508301
a,92440873298521,0.4572754,-10.1328125,1.7783203
b,92440864722522,189.75,9.0,-332.25
w,92440854612906,0.47973633,-0.3010254,-0.09680176
a,92440883398521,0.45483398,-10.609375,1.8476562
b,92440874822522,189.75,9.0,-332.25
w,92440864712906,0.38305664,-0.36376953,-0.0914917
a,92440893498521,0.79003906,-10.421875,2.0625
b,92440884922522,189.625,10.1953125,-334.5
w,92440874812906,0.44482422,-0.47460938,-0.10003662
a,92440903598521,0.81396484,-10.1796875,1.9746094
b,92440895022522,189.625,10.1953125,-334.5
w,92440884912906,0.5625,-0.5576172,-0.1394043
a,92440913698521,0.71777344,-9.9453125,1.6660156
b,92440905122522,190.125,9.59375,-334.75
w,92440895012906,0.6225586,-0.6064453,-0.16381836
a,92440923798521,0.78759766,-9.59375,1.2275391
b,92440915222522,190.125,9.59375,-334.75
w,92440905112906,0.72558594,-0.60546875,-0.15637207
a,92440933898521,0.9477539,-9.2578125,0.92626953
b,92440925322522,190.125,9.0,-334.75
w,92440915212906,0.9296875,-0.5488281,-0.117004395
a,92440943998521,0.9165039,-9.203125,1.0605469
b,92440935422522,188.75,9.59375,-335.25
w,92440925312906,1.125,-0.43945312,-0.06384277
a,92440954098521,0.6459961,-9.46875,1.1826172
b,92440945522522,188.75,9.59375,-335.25
w,92440935412906,1.1669922,-0.3425293,-0.048950195
a,92440964198521,0.46191406,-9.609375,1.4765625
b,92440955622522,189.125,10.1953125,-336.5
w,92440945512906,1.1074219,-0.3190918,-0.023406982
a,92440974298521,0.4453125,-9.59375,1.984375
b,92440965722522,189.125,10.1953125,-336.5
w,92440955612906,1.0654297,-0.34350586,0.0063819885
a,92440984398521,0.32080078,-9.6171875,2.4101562
b,92440975822522,188.75,9.8984375,-337.0
w,92440965712906,0.99902344,-0.3840332,0.011703491
a,92440994498521,-0.06463623,-9.53125,2.4863281
b,92440985922522,188.75,9.8984375,-337.0
w,92440975812906,0.890625,-0.44262695,0.01701355
a,92441004598521,-0.035888672,-9.3671875,2.3964844
b,92440996022522,189.75,9.296875,-337.75
w,92440985912906,0.84472656,-0.5180664,0.058502197
a,92441014698521,0.31591797,-9.015625,2.6738281
b,92441006122522,189.75,9.296875,-337.75
w,92440996012906,0.8520508,-0.59277344,0.09362793
a,92441024798521,0.2130127,-9.0234375,2.8867188
b,92441016222522,189.125,9.8984375,-340.0
w,92441006112906,0.9140625,-0.62890625,0.13195801
a,92441034898521,0.28466797,-9.15625,2.9003906
b,92441026322522,189.125,9.8984375,-340.0
w,92441016212906,1.0039062,-0.640625,0.117004395
a,92441044998521,0.890625,-8.953125,2.9414062
b,92441036422522,190.125,9.296875,-341.25
w,92441026312906,1.0791016,-0.6533203,0.08721924
a,92441055098521,1.4238281,-8.7109375,2.875
b,92441046522522,188.875,9.0,-342.75
w,92441036412906,1.1064453,-0.6542969,0.0670166
a,92441065198521,1.7255859,-8.4609375,2.7265625
b,92441056622522,188.875,9.0,-342.75
w,92441046512906,1.0439453,-0.63720703,0.04360962
a,92441075298521,1.7041016,-8.234375,2.7324219
b,92441066722522,188.25,9.296875,-344.0
w,92441056612906,0.86621094,-0.61816406,0.05319214
a,92441085398521,1.6298828,-8.34375,2.8339844
b,92441076822522,188.25,9.296875,-344.0
w,92441066712906,0.67041016,-0.6201172,0.07128906
a,92441095498521,1.6923828,-8.625,2.4726562
b,92441086922522,190.625,7.5,-344.5
w,92441076812906,0.59765625,-0.6298828,0.08190918
a,92441105598521,1.7880859,-8.6484375,2.1445312
b,92441097022522,190.625,7.5,-344.5
w,92441086912906,0.6191406,-0.6508789,0.0904541
a,92441115698521,1.6132812,-8.5078125,2.1132812
b,92441107122522,189.125,8.3984375,-345.5
w,92441097012906,0.6381836,-0.67041016,0.119140625
a,92441125798521,1.2998047,-8.578125,2.1523438
b,92441117222522,189.125,8.3984375,-345.5
w,92441107112906,0.62646484,-0.67871094,0.119140625
a,92441135898521,1.2373047,-8.703125,1.9863281
b,92441127322522,190.125,9.296875,-345.0
w,92441117212906,0.61083984,-0.6533203,0.0925293
a,92441145998521,1.3261719,-8.9296875,1.9599609
b,92441137422522,188.375,8.6953125,-346.75
w,92441127312906,0.6245117,-0.6010742,0.07763672
a,92441156098521,1.3447266,-9.140625,2.2128906
b,92441147522522,188.375,8.6953125,-346.75
w,92441137412906,0.6767578,-0.5444336,0.06915283
a,92441166198521,1.4580078,-9.375,2.3886719
b,92441157622522,188.0,9.296875,-347.25
w,92441147512906,0.72998047,-0.50097656,0.035095215
a,92441176298521,1.8505859,-9.359375,2.6347656
b,92441167722522,188.0,9.296875,-347.25
w,92441157612906,0.68847656,-0.48095703,-0.0063819885
a,92441186398521,2.0722656,-9.2734375,2.9375
b,92441177822522,190.0,8.6953125,-345.75
w,92441167712906,0.5541992,-0.453125,-0.029785156
a,92441196498521,2.2128906,-9.2890625,2.9824219
b,92441187922522,190.0,8.6953125,-345.75
w,92441177812906,0.37353516,-0.4033203,-0.048950195
a,92441206598521,2.4492188,-9.1796875,2.9394531
b,92441198022522,188.5,9.296875,-348.25
w,92441187912906,0.25317383,-0.3383789,-0.060638428
a,92441216698521,2.5800781,-9.0,3.3574219
b,92441208122522,188.5,9.296875,-348.25
w,92441198012906,0.24255371,-0.2553711,-0.054260254
a,92441226798521,2.59375,-9.03125,3.5957031
b,92441218222522,189.125,8.6953125,-349.0
w,92441208112906,0.3425293,-0.17016602,-0.0670166
a,92441236898521,2.7109375,-9.0859375,3.7246094
b,92441228322522,188.875,7.796875,-348.75
w,92441218212906,0.5317383,-0.10748291,-0.10211182
a,92441246998521,2.7011719,-8.890625,3.9550781
b,92441238422522,188.875,7.796875,-348.75
w,92441228312906,0.7573242,-0.08404541,-0.12976074
a,92441257098521,2.5507812,-8.6796875,3.9160156
b,92441248522522,188.375,8.3984375,-349.0
w,92441238412906,0.9140625,-0.07019043,-0.1776123
a,92441267198521,2.234375,-8.6953125,4.0664062
b,92441258622522,188.375,8.3984375,-349.0
w,92441248512906,0.90234375,-0.07019043,-0.2064209
a,92441277298521,1.8261719,-8.546875,3.8320312
b,92441268722522,189.75,6.8984375,-351.0
w,92441258612906,0.70654297,-0.09362793,-0.21496582
a,92441287398521,1.8691406,-8.3125,3.4941406
b,92441278822522,189.75,6.8984375,-351.0
w,92441268712906,0.4182129,-0.117004395,-0.21386719
a,92441297498521,2.0214844,-8.0703125,3.5390625
b,92441288922522,188.875,8.09375,-351.25
w,92441278812906,0.12023926,-0.12976074,-0.19360352
a,92441307598521,2.1386719,-8.015625,3.484375
b,92441299022522,188.875,8.09375,-351.25
w,92441288912906,-0.07763672,-0.121276855,-0.21496582
a,92441317698521,2.1875,-8.09375,3.4707031
b,92441309122522,187.625,9.0,-349.0
w,92441299012906,-0.07873535,-0.07977295,-0.24682617
a,92441327798521,1.9433594,-8.1171875,3.3242188
b,92441319222522,187.625,7.796875,-352.0
w,92441309112906,0.15429688,-0.030853271,-0.25317383
a,92441337898521,1.8193359,-7.8945312,3.1855469
b,92441329322522,187.625,7.796875,-352.0
w,92441319212906,0.48510742,-0.0042533875,-0.23083496
a,92441347998521,1.8193359,-7.8945312,3.1855469
b,92441339422522,187.375,8.3984375,-352.75
w,92441329312906,0.7011719,-0.0063819885,-0.19677734
a,92441358098521,1.9599609,-7.3007812,3.140625
b,92441349522522,187.375,8.3984375,-352.75
w,92441339412906,0.72753906,-0.015960693,-0.17663574
a,92441368198521,2.1210938,-6.78125,2.8710938
b,92441359622522,187.375,8.09375,-352.75
w,92441349512906,0.5678711,-0.013832092,-0.17443848
a,92441378298521,2.0410156,-6.78125,2.796875
b,92441369722522,187.375,8.09375,-352.75
w,92441359612906,0.5678711,-0.013832092,-0.17443848
a,92441388398521,1.7158203,-6.7929688,2.6015625
b,92441379822522,186.625,8.3984375,-352.0
w,92441369712906,0.25854492,-0.014892578,-0.17346191
a,92441398498521,1.5556641,-6.7109375,2.5371094
b,92441389922522,186.625,8.3984375,-352.0
w,92441379812906,-0.046813965,-0.01701355,-0.13195801
a,92441408598521,1.7089844,-6.796875,2.8964844
b,92441400022522,186.0,9.296875,-351.5
w,92441389912906,-0.26708984,-0.010635376,-0.08087158
a,92441418698521,1.8554688,-7.2617188,3.2480469
b,92441410122522,186.625,8.3984375,-351.0
w,92441400012906,-0.3618164,0.018081665,-0.04043579
a,92441428798521,1.9648438,-7.8085938,3.4433594
b,92441420222522,186.625,8.3984375,-351.0
w,92441410112906,-0.29248047,0.0574646,-0.01914978
a,92441438898521,1.9550781,-8.0234375,3.6269531
b,92441430322522,187.125,7.796875,-351.25
w,92441420212906,-0.10748291,0.09680176,0.00957489
a,92441448998521,2.0,-7.6835938,3.6816406
b,92441440422522,187.125,7.796875,-351.25
w,92441430312906,0.0574646,0.14355469,0.046813965
a,92441459098521,1.9892578,-7.546875,3.7382812
b,92441450522522,186.625,8.6953125,-351.0
w,92441440412906,0.08618164,0.18933105,0.08404541
a,92441469198521,1.9462891,-7.7929688,3.6640625
b,92441460622522,186.625,8.6953125,-351.0
w,92441450512906,-0.022338867,0.22131348,0.10003662
a,92441479298521,2.0703125,-8.0234375,3.7753906
b,92441470722522,187.125,9.0,-351.25
w,92441460612906,-0.16174316,0.23620605,0.10321045
